,word,frequency
283,long,1
284,range,1
285,western,1
286,weaponry,1
287,writes,3
288,paul,1
289,adams,1
290,agoworldzelenskys,2
291,conciliatory,3
292,letter,3
293,suggests,3
294,optionsthe,2
295,ukrainian,2
296,leaders,2
297,climb,2
298,security,3
299,guarantees,2
300,place,2
301,turn,2
302,correspondent,2
303,james,6
304,waterhouse,2
305,agoeuropecat,1
306,burns,2
307,never,2
308,music,2
309,queer,2
310,girlsthe,2
311,go,3
312,singer,2
313,shes,4
314,entering,2
315,new,5
316,comfortable,2
317,love,2
318,women,2
319,20,2
320,agonewsbeatwhy,1
321,want,1
322,greenland,1
323,people,1
324,think,1
325,control,1
326,island,1
327,essential,1
328,american,1
329,national,1
330,economic,1
331,12,1
332,agoworldwhy,1
333,andrew,1
334,tristan,1
335,tate,2
336,brothers,1
337,left,1
338,romania,1
339,face,1
340,rape,1
341,human,1
342,trafficking,1
343,charges,1
344,deny,1
345,10,1
346,agoeuropechildren,1
347,evacuated,1
348,medical,2
349,treatmentthe,1
350,first,6
351,estimated,1
352,gazan,1
353,children,1
354,needing,1
355,treatment,1
356,arrive,1
357,jordan,1
358,14,3
359,eastcan,1
360,teslas,1
361,evs,1
362,win,2
363,indias,1
364,price,1
365,conscious,1
366,buyers,1
367,ev,1
368,giant,1
369,begun,1
370,hiring,1
371,india,1
372,reportedly,1
373,hunting,1
374,showrooms,1
375,delhi,1
376,mumbai,1
377,23,1
378,agoasiacat,1
379,agonewsbeatmost,1
380,watched1trumps,1
381,canada,1
382,51st,1
383,state,2
384,plan,1
385,joke,1
386,minister2watch,1
387,members,1
388,react,1
389,speech3watch,1
390,moment,4
391,tornado,2
392,rips,2
393,roof,2
394,building,2
395,oklahoma4singer,1
396,supporting,1
397,alanis,1
398,morissette,1
399,nuts5has,1
400,doge,1
401,really,1
402,found,1
403,hundreds,1
404,billions,1
405,dollars,1
406,fraud,1
407,also,1
408,newswatch,1
409,oklahomaneighbourhoods,1
410,heavily,1
411,damaged,1
412,tornadoes,1
413,tore,1
414,areas,1
415,oklahoma,1
416,part,1
417,swath,1
418,severe,1
419,weather,1
420,hit,1
421,planthey,2
422,leagues,2
423,proposal,2
424,post,2
425,reconstruction,2
426,fails,2
427,realities,2
428,agoworldlebron,1
429,player,4
430,surpass,2
431,pointslebron,2
432,becomes,2
433,nba,2
434,history,2
435,score,4
436,combined,2
437,points,4
438,los,2
439,angeles,2
440,lakers,2
441,beat,4
442,orleans,2
443,pelicans,2
444,136,2
445,115,2
446,agobasketballadrien,1
447,brody,1
448,scores,1
449,olivier,1
450,nomination,1
451,oscar,1
452,winother,1
453,theatre,1
454,acting,1
455,nominees,1
456,include,1
457,lesley,1
458,manville,1
459,ben,1
460,whishaw,1
461,john,1
462,lithgow,1
463,imelda,1
464,staunton,1
465,agoculturekelce,1
466,play,1
467,next,1
468,seasonthree,1
469,time,3
470,super,3
471,bowl,1
472,winner,1
473,travis,1
474,kelce,1
475,continue,2
476,playing,1
477,kansas,1
478,city,3
479,2025,2
480,season,1
481,agoamerican,1
482,footballus,1
483,agoworldserbias,1
484,opposition,1
485,fire,1
486,smoke,2
487,flare,1
488,protest,2
489,parliamentpolice,1
490,gather,1
491,evidence,1
492,mps,1
493,let,1
494,bombs,1
495,flares,1
496,corruption,1
497,agoeuropecoldplay,1
498,pick,1
499,2026,2
500,world,10
501,cup,7
502,final,3
503,half,2
504,actscoldplay,1
505,work,1
506,alongside,1
507,fifa,1
508,decide,1
509,set,2
510,artists,1
511,perform,1
512,show,1
513,agoworld,1
514,cuplebron,1
515,agobasketballmost,1
516,read1trump,1
517,temporarily2china,1
518,us3fact,1
519,congress4us,1
520,hostages5nine,1
521,of6scientists,1
522,spreading7man,1
523,8us,1
524,9six,1
525,10zelenskys,1
526,optionssportlivechampions,1
527,league,5
528,last,2
529,psg,2
530,dominate,1
531,liverpool,2
532,cant,1
533,find,1
534,openerfollow,1
535,live,2
536,plus,2
537,text,1
538,updates,1
539,feyenoord,2
540,take,2
541,inter,3
542,milan,2
543,host,5
544,fixtures,1
545,champions,2
546,round,1
547,nations,2
548,joint,4
549,2035,4
550,womens,6
551,cupthe,2
552,football,3
553,associations,2
554,england,2
555,northern,2
556,scotland,2
557,wales,2
558,express,2
559,intention,2
560,submit,2
561,agowomens,2
562,cupchelsea,1
563,leicester,4
564,extend,2
565,lead,3
566,wslchelsea,2
567,move,2
568,eight,2
569,clear,2
570,nervy,2
571,victory,2
572,kingsmeadow,2
573,cunha,2
574,fa,2
575,bournemouth,2
576,red,3
577,cardwolves,1
578,striker,1
579,matheus,1
580,association,1
581,card,1
582,penalty,1
583,shootout,1
584,defeat,1
585,agowolvesfifa,1
586,give,2
587,1bn,2
588,europe,1
589,nears,1
590,club,2
591,dealfifa,1
592,prize,1
593,money,1
594,clubs,1
595,believed,1
596,record,2
597,sum,1
598,summer,1
599,agofootballhome,1
600,cupmartinez,1
601,goal,1
602,feyenoordlautaro,1
603,martinez,1
604,target,1
605,commanding,1
606,leg,1
607,tie,1
608,netflix,2
609,series,3
610,shows,1
611,horner,2
612,learns,1
613,alleged,2
614,messagesthe,1
615,formula,1
616,drive,1
617,survive,1
618,captures,1
619,bull,1
620,team,1
621,principal,1
622,christian,1
623,learned,1
624,messages,1
625,female,1
626,colleague,1
627,agoformula,1
628,1chelsea,1
629,british,1
630,corporationhomenewssportbusinessinnovationcultureartstravelearthaudiovideoliveweatherbbc,1
631,shopbbc,1
632,languagesfollow,1
633,terms,1
634,useabout,1
635,bbcprivacy,1
636,policycookiesaccessibility,1
637,helpcontact,1
638,bbcadvertise,1
639,usdo,1
640,share,1
641,sell,1
642,infocontact,1
643,technical,1
644,supportcopyright,1
645,rights,1
646,reserved,1
647,responsible,1
648,content,1
649,external,2
650,sites,1
651,read,1
652,approach,1
653,linking,1
