,word,frequency
601,guests,2
602,tell,9
603,eva,5
604,15,10
605,year,75
606,old,28
607,daughter,10
608,previous,3
609,mother,7
610,renee,3
611,died,10
612,undiagnosed,1
613,heart,10
614,ailment,1
615,struggled,3
616,get,25
617,right,26
618,friend,8
619,sydney,1
620,moved,8
621,argument,3
622,gun,5
623,kitchen,2
624,ceiling,2
625,continued,6
626,support,15
627,dream,3
628,building,9
629,ballet,5
630,national,34
631,inclusive,1
632,dancers,2
633,unconventional,2
634,became,13
635,pregnant,5
636,began,10
637,suffer,2
638,nausea,1
639,returned,13
640,could,42
641,month,20
642,september,7
643,2017,8
644,packed,1
645,belongings,1
646,scathing,1
647,note,2
648,called,34
649,possessive,1
650,controlling,1
651,incident,4
652,unsafe,1
653,behavior,3
654,fearful,1
655,unborn,5
656,child,19
657,october,9
658,leadership,2
659,half,10
660,posted,6
661,pages,9
662,devastated,2
663,destroyed,3
664,hard,10
665,build,14
666,told,66
667,authorities,22
668,protective,1
669,investigated,3
670,interviewed,4
671,evaluated,1
672,psychologist,1
673,ultimately,5
674,cleared,1
675,poisoned,3
676,wife,10
677,autopsy,5
678,coronary,1
679,artery,1
680,sclerosis,1
681,condition,2
682,contact,9
683,rest,4
684,pregnancy,2
685,despite,5
686,pleas,1
687,involved,16
688,2018,3
689,weeks,12
690,due,8
691,date,10
692,checked,4
693,doctors,2
694,c,13
695,section,3
696,healthy,1
697,baby,6
698,girl,7
699,know,34
700,born,4
701,filed,12
702,documents,27
703,keep,8
704,away,12
705,judge,26
706,weighed,3
707,case,20
708,found,37
709,single,11
710,scintilla,1
711,credible,1
712,evidence,16
713,ms,1
714,suffered,3
715,illness,1
716,poison,1
717,custody,9
718,differences,3
719,behind,6
720,reconciled,2
721,spent,5
722,together,8
723,showed,10
724,drop,8
725,wearing,4
726,thought,7
727,engagement,2
728,ring,2
729,hired,4
730,private,5
731,investigator,2
732,seeing,4
733,someone,10
734,else,6
735,divorce,1
736,accused,4
737,physically,2
738,sexually,1
739,abusing,1
740,denied,3
741,allegations,3
742,cps,1
743,abuse,2
744,summer,4
745,suddenly,1
746,announced,10
747,moving,5
748,maryland,2
749,packing,1
750,haul,1
751,possessions,1
752,neighbor,2
753,911,1
754,shooting,3
755,walked,2
756,holding,5
757,45,2
758,caliber,1
759,attacked,1
760,hour,4
761,local,13
762,arrested,12
763,nov,5
764,charged,9
765,degree,6
766,murder,19
767,pleaded,6
768,guilty,10
769,bond,2
770,july,5
771,30,20
772,manslaughter,1
773,firearm,1
774,estranged,1
775,dec,4
776,sentenced,3
777,prison,12
778,probation,2
779,may,37
780,receive,7
781,commissions,4
782,links,5
783,products,8
784,page,7
785,promotions,4
786,subject,8
787,availability,4
788,retailer,4
789,terms,13
790,48,11
791,price,6
792,gold,48
793,recently,8
794,apex,1
795,coming,10
796,per,3
797,ounce,1
798,economic,14
799,uncertainty,10
800,political,20
801,tensions,3
802,increased,5
803,interest,20
804,investing,7
805,thanks,2
806,investors,6
807,jumped,2
808,board,20
809,looking,7
810,short,7
811,term,14
812,gains,3
813,however,8
814,solid,3
815,investment,10
816,typically,9
817,spoke,4
818,experts,4
819,advantages,3
820,wealth,9
821,break,4
822,consider,8
823,start,16
824,protecting,2
825,investments,3
826,sure,7
827,sense,10
828,reasons,4
829,smart,3
830,move,11
831,become,13
832,beneficial,1
833,asset,6
834,widespread,5
835,value,8
836,transcends,1
837,borders,1
838,cultures,1
839,ways,12
840,throughout,6
841,history,8
842,present,6
843,coins,3
844,currency,2
845,electronics,1
846,jewelry,2
847,versatility,1
848,limited,5
849,supply,2
850,cement,2
851,borderless,1
852,dependent,2
853,type,3
854,investor,1
855,speak,4
856,broad,1
857,demand,6
858,alex,1
859,ebkarian,1
860,coo,1
861,co,11
862,founder,4
863,los,7
864,angeles,7
865,precious,4
866,metals,2
867,dealer,2
868,allegiance,1
869,benefiting,1
870,stubborn,1
871,inflation,18
872,pervasive,1
873,last,49
874,dollar,4
875,dwindles,1
876,illustrate,1
877,100,5
878,february,14
879,buying,1
880,power,16
881,123,2
882,35,3
883,bureau,2
884,labor,1
885,statistics,1
886,cpi,1
887,calculator,1
888,represents,2
889,23,5
890,cumulative,1
891,increase,7
892,prices,6
893,everything,6
894,continues,6
895,expensive,5
896,preserve,1
897,unique,4
898,characteristics,2
899,store,3
900,hedge,1
901,diversification,3
902,tool,1
903,strategy,1
904,paul,1
905,williams,1
906,managing,7
907,director,14
908,solomon,3
909,global,2
910,specialist,1
911,physical,3
912,bars,2
913,proven,1
914,track,2
915,maintaining,2
916,purchasing,3
917,particularly,4
918,periods,1
919,high,10
920,historically,3
921,risen,1
922,protected,2
923,spending,12
924,erosion,1
925,want,19
926,money,8
927,classes,1
928,might,11
929,already,8
930,funds,4
931,invested,1
932,stock,2
933,market,9
934,adding,8
935,provide,7
936,benefits,8
937,resists,1
938,nicely,1
939,functions,2
940,carries,1
941,counterparty,1
942,brett,1
943,elliott,1
944,marketing,2
945,exchange,7
946,apmex,1
947,balance,5
948,risks,6
949,stocks,3
950,bonds,3
951,assets,1
952,diversify,1
953,portfolio,4
954,volatility,3
955,holds,5
956,low,7
957,correlation,1
958,lot,13
959,questions,7
960,answers,5
961,federal,32
962,reserve,3
963,cut,4
964,rates,16
965,tariffs,12
966,affect,3
967,abounds,1
968,turn,5
969,safe,5
970,often,11
971,seen,8
972,way,28
973,ride,12
974,storms,1
975,anchor,1
976,facing,3
977,headwinds,1
978,necessarily,2
979,buy,2
980,add,2
981,types,4
982,worth,3
983,exploring,6
984,ranging,4
985,etfs,1
986,iras,1
987,like,41
988,plant,1
989,seeds,1
990,mutual,1
991,fund,2
992,shares,4
993,special,3
994,minerals,1
995,weekly,4
996,monthly,4
997,affordable,3
998,amount,5
999,continuously,1
1000,period,8
1001,growth,10
1002,mark,6
1003,charnet,1
1004,ceo,15
1005,prosperity,1
1006,financial,15
1007,planning,1
1008,depending,1
1009,tolerance,1
1010,goals,8
1011,choose,6
1012,aligns,1
1013,needs,3
1014,primary,2
1015,reach,6
1016,interested,7
1017,metal,2
1018,important,14
1019,understand,9
1020,strong,5
1021,mindful,4
1022,potential,8
1023,recession,2
1024,reduce,2
1025,lower,13
1026,cause,2
1027,stagnate,1
1028,decline,6
1029,weigh,3
1030,considering,2
1031,suggests,3
1032,david,12
1033,weild,1
1034,iv,1
1035,chairman,2
1036,dignity,1
1037,blockchain,1
1038,development,3
1039,started,12
1040,research,9
1041,determine,4
1042,look,6
1043,different,15
1044,option,2
1045,05,1
1046,police,39
1047,arizona,2
1048,searching,5
1049,members,35
1050,driving,2
1051,visiting,3
1052,grand,4
1053,canyon,2
1054,jiyeon,1
1055,lee,5
1056,taehee,1
1057,kim,2
1058,69,1
1059,junghee,1
1060,64,4
1061,rented,1
1062,white,20
1063,bmw,1
1064,california,11
1065,license,1
1066,plate,2
1067,9khn768,1
1068,coconino,2
1069,county,7
1070,sheriff,8
1071,office,25
1072,area,9
1073,las,2
1074,vegas,2
1075,vehicle,8
1076,gps,1
1077,information,18
1078,westbound,2
1079,interstate,1
1080,40,5
1081,p,6
1082,winter,2
1083,weather,8
1084,caused,3
1085,large,4
1086,multi,2
1087,accident,14
1088,highway,3
1089,lanes,1
1090,department,38
1091,public,15
1092,crash,12
1093,22,10
1094,vehicles,10
1095,passenger,3
1096,16,7
1097,injured,2
1098,aware,2
1099,asked,14
1100,anyone,3
1101,knowledge,3
1102,whereabouts,1
1103,call,21
1104,18,14
1105,chinese,1
1106,electric,2
1107,maker,2
1108,byd,7
1109,cars,3
1110,almost,6
1111,takes,3
1112,refill,1
1113,gas,6
1114,engine,2
1115,pump,1
1116,giving,3
1117,top,10
1118,ev,4
1119,seller,1
1120,major,17
1121,advantage,3
1122,highly,4
1123,competitive,1
1124,megawatt,1
1125,flash,1
1126,chargers,2
1127,plans,7
1128,charging,4
1129,stations,3
1130,china,3
1131,charge,4
1132,times,14
1133,range,6
1134,anxiety,6
1135,access,10
1136,motorists,1
1137,switch,2
1138,250,3
1139,miles,4
1140,solve,1
1141,users,5
1142,pursuit,1
1143,make,32
1144,evs,2
1145,refueling,1
1146,fuel,2
1147,wang,1
1148,chuanfu,1
1149,soared,1
1150,monday,19
1151,raising,2
1152,162,1
1153,billion,8
1154,tesla,7
1155,contrast,1
1156,sank,1
1157,dreams,2
1158,selling,1
1159,han,1
1160,tang,1
1161,produced,8
1162,777,1
1163,965,1
1164,battery,1
1165,powered,1
1166,compared,7
1167,773,1
1168,443,1
1169,fans,6
1170,soured,1
1171,elon,4
1172,musk,7
1173,owned,1
1174,leading,4
1175,role,9
1176,administration,41
1177,head,13
1178,efficiency,3
1179,doge,23
1180,sales,5
1181,marking,1
1182,annual,4
1183,decade,4
1184,liberal,2
1185,leaning,1
1186,customers,3
1187,say,22
1188,sold,9
1189,distance,2
1190,expressed,6
1191,concern,6
1192,hurting,2
1193,brand,7
1194,billionaire,2
1195,helm,1
1196,abruptly,1
1197,terminated,2
1198,thousands,8
1199,causing,3
1200,turmoil,1
1201,multiple,14
1202,agencies,7
1203,executives,1
1204,unsigned,1
1205,letter,2
1206,trade,12
1207,representative,1
1208,policies,8
1209,harmful,1
1210,domestic,7
1211,makers,1
1212,raised,3
1213,concerns,6
1214,retaliatory,2
1215,dent,1
1216,overseas,2
1217,associated,22
1218,press,29
1219,megan,3
1220,cerullo,3
1221,reporter,16
1222,moneywatch,8
1223,small,13
1224,business,15
1225,workplace,3
1226,consumer,9
1227,personal,14
1228,finance,9
1229,topics,7
1230,regularly,4
1231,appears,3
1232,discuss,4
1233,14,8
1234,01,2
1235,esteemed,1
1236,personalities,1
1237,us,11
1238,touched,2
1239,innovation,1
1240,creativity,1
1241,humanity,1
1242,senior,12
1243,producer,12
1244,morgan,2
1245,gallery,1
1246,moderate,2
1247,republican,6
1248,senator,4
1249,alan,1
1250,simpson,12
1251,1931,1
1252,served,10
1253,representing,4
1254,wyoming,2
1255,1979,3
1256,1997,2
1257,played,13
1258,key,8
1259,rallying,2
1260,gop,5
1261,party,10
1262,legislative,1
1263,agenda,1
1264,foot,2
1265,tallest,2
1266,quick,5
1267,wit,3
1268,able,10
1269,bridge,1
1270,partisan,1
1271,impasses,1
1272,foster,1
1273,relationships,3
1274,aisle,1
1275,increasing,4
1276,acrimony,1
1277,word,3
1278,politics,11
1279,interesting,2
1280,sunday,14
1281,greek,6
1282,poly,1
1283,meaning,5
1284,tics,1
1285,blood,1
1286,sucking,1
1287,insects,1
1288,maintained,3
1289,views,2
1290,even,27
1291,crossed,1
1292,orthodoxy,1
1293,deficit,1
1294,hawk,1
1295,supported,1
1296,abortion,1
1297,immigration,8
1298,subcommittee,1
1299,veterans,3
1300,affairs,4
1301,committee,8
1302,among,9
1303,others,13
1304,leaving,5
1305,senate,7
1306,taught,4
1307,harvard,3
1308,speeches,1
1309,urged,3
1310,college,12
1311,students,6
1312,politically,1
1313,2022,10
1314,joe,2
1315,biden,3
1316,awarded,1
1317,presidential,6
1318,medal,3
1319,freedom,2
1320,closest,2
1321,friends,13
1322,democrat,1
1323,norman,1
1324,mineta,5
1325,congressman,1
1326,commerce,2
1327,secretary,14
1328,bill,5
1329,clinton,1
1330,transportation,4
1331,george,7
1332,w,1
1333,bush,1
1334,boy,8
1335,scouts,2
1336,imprisoned,2
1337,japanese,2
1338,americans,14
1339,mountain,2
1340,relocation,4
1341,center,5
1342,cody,1
1343,wyo,1
1344,ii,3
1345,menieta,1
1346,bonded,1
1347,playing,9
1348,pranks,1
1349,bully,1
1350,whose,7
1351,tent,3
1352,sabotaged,1
1353,raining,1
1354,beat,2
1355,kinda,1
1356,channeled,1
1357,water,7
1358,guy,2
1359,see,16
1360,mayor,2
1361,san,9
1362,jose,2
1363,calif,2
1364,election,7
1365,congress,6
1366,fights,1
1367,sub,1
1368,full,22
1369,yet,4
1370,slap,1
1371,come,19
1372,let,11
1373,go,25
1374,drink,2
1375,relationship,9
1376,1988,3
1377,pass,2
1378,civil,9
1379,liberties,1
1380,signed,6
1381,ronald,1
1382,reagan,2
1383,formally,1
1384,apologized,1
1385,granted,2
1386,reparations,1
1387,bestselling,1
1388,author,6
1389,joseph,2
1390,wambaugh,3
1391,jan,15
1392,1937,3
1393,feb,16
1394,28,3
1395,officer,7
1396,novels,5
1397,policing,1
1398,non,6
1399,fiction,1
1400,works,5
1401,adapted,1
1402,films,7
1403,television,2
1404,centurions,2
1405,knight,1
1406,choirboys,1
1407,true,8
1408,stories,8
1409,onion,2
1410,echoes,1
1411,darkness,2
1412,creator,2
1413,anthology,1
1414,series,18
1415,story,14
1416,debuted,1
1417,1973,2
1418,included,11
1419,black,10
1420,marble,1
1421,glitter,1
1422,dome,1
1423,delta,2
1424,star,16
1425,secrets,1
1426,bright,3
1427,winner,4
1428,edgar,1
1429,awards,1
1430,son,9
1431,marine,2
1432,veteran,5
1433,originally,4
1434,english,5
1435,teacher,2
1436,drew,3
1437,experiences,5
1438,writing,7
1439,heard,3
1440,detective,6
1441,sergeant,1
1442,novel,3
1443,published,21
1444,1971,2
1445,celebrity,1
1446,great,10
1447,interfered,1
1448,work,17
1449,quit,1
1450,lapd,1
1451,job,9
1452,symposium,1
1453,procedurals,1
1454,generally,2
1455,cop,4
1456,acts,5
1457,beginning,6
1458,made,19
1459,stuff,2
1460,virtually,2
1461,action,8
1462,whatsoever,1
1463,gunplay,1
1464,happening,3
1465,except,1
1466,inside,5
1467,man,15
1468,woman,62
1469,musician,3
1470,vocalist,1
1471,johansen,5
1472,1950,1
1473,glam,1
1474,protopunk,1
1475,band,2
1476,dolls,3
1477,stage,6
1478,persona,1
1479,pompadour,1
1480,styled,1
1481,lounge,2
1482,singer,3
1483,swing,1
1484,blues,3
1485,infused,1
1486,pop,2
1487,name,4
1488,buster,4
1489,poindexter,3
1490,achieve,3
1491,mainstream,2
1492,success,1
1493,internal,2
1494,strife,1
1495,addictions,1
1496,tore,2
1497,founding,2
1498,albums,5
1499,influenced,2
1500,groups,3
1501,70s,3
1502,ramones,1
1503,sex,9
1504,pistols,1
1505,kiss,1
1506,guns,2
1507,n,6
1508,roses,1
1509,2004,6
1510,reconstituted,1
1511,players,3
1512,england,2
1513,meltdown,1
1514,festival,8
1515,led,14
1516,1980s,3
1517,hot,4
1518,cover,4
1519,road,3
1520,jack,1
1521,2000,4
1522,recording,2
1523,smiths,1
1524,shaker,1
1525,acted,3
1526,candy,1
1527,freejack,1
1528,mob,1
1529,murray,1
1530,comedy,4
1531,scrooged,1
1532,christmas,4
1533,past,7
1534,oz,2
1535,hosted,1
1536,show,16
1537,sirius,1
1538,satellite,2
1539,radio,2
1540,2014,4
1541,profile,2
1542,interview,19
1543,magazine,4
1544,character,6
1545,performing,2
1546,cabaret,2
1547,shows,12
1548,tramps,1
1549,bar,5
1550,moniker,1
1551,yelling,1
1552,songs,2
1553,famous,1
1554,wanted,8
1555,without,15
1556,publicity,2
1557,anything,7
1558,popular,4
1559,weekends,1
1560,plan,11
1561,happened,14
1562,insouciant,1
1563,reactions,1
1564,music,12
1565,becomes,3
1566,1972,3
1567,soviet,8
1568,era,7
1569,chess,4
1570,grandmaster,1
1571,boris,1
1572,spassky,7
1573,lost,14
1574,championship,3
1575,title,5
1576,bobby,1
1577,fischer,6
1578,televised,1
1579,tournament,12
1580,reykjavik,1
1581,iceland,1
1582,sensation,1
1583,cold,2
1584,29,4
1585,genius,2
1586,brooklyn,3
1587,forfeited,1
1588,games,12
1589,overcome,2
1590,21,2
1591,game,11
1592,becoming,2
1593,attain,1
1594,union,5
1595,dominated,1
1596,forfeit,1
1597,refusing,2
1598,defend,1
1599,sport,2
1600,express,1
1601,newspaper,3
1602,match,4
1603,pressured,1
1604,sports,9
1605,stop,6
1606,instructed,2
1607,file,1
1608,protest,3
1609,fly,2
1610,resisted,2
1611,play,13
1612,fool,1
1613,1974,1
1614,simultaneously,1
1615,41,3
1616,competitors,1
1617,novices,1
1618,pawn,1
1619,king,2
1620,matches,1
1621,emigrated,1
1622,france,4
1623,1976,1
1624,2012,4
1625,moscow,2
1626,1960s,6
1627,champion,2
1628,unhappiest,1
1629,responsibility,3
1630,held,17
1631,winning,8
1632,imagine,2
1633,relieved,2
1634,honestly,1
1635,recall,4
1636,unhappy,1
1637,contrary,1
1638,thrown,2
1639,burden,1
1640,breathed,1
1641,freely,1
1642,oscar,2
1643,gene,1
1644,hackman,8
1645,2023,14
1646,consummate,2
1647,actor,4
1648,renowned,1
1649,complicated,2
1650,figures,1
1651,classics,1
1652,french,3
1653,connection,8
1654,conversation,6
1655,unforgiven,2
1656,delighted,1
1657,superhero,1
1658,comical,1
1659,villain,1
1660,lex,1
1661,luthor,1
1662,superman,1
1663,hailed,1
1664,best,9
1665,actors,4
1666,easily,3
1667,genres,1
1668,wrenching,1
1669,sang,1
1670,father,9
1671,dramas,2
1672,bonnie,1
1673,clyde,1
1674,mississippi,1
1675,burning,1
1676,thrillers,1
1677,triumphant,1
1678,tales,1
1679,hoosiers,1
1680,comedies,1
1681,shorty,1
1682,royal,2
1683,tenenbaums,1
1684,rough,3
1685,hewn,1
1686,flinty,1
1687,movie,5
1688,stereotypical,1
1689,looks,2
1690,gave,3
1691,humorous,1
1692,roles,4
1693,sinister,1
1694,unforeseeable,1
1695,edge,2
1696,animal,1
1697,entirely,2
1698,predictable,1
1699,position,4
1700,film,21
1701,brash,1
1702,documentary,1
1703,style,1
1704,production,2
1705,perfectly,2
1706,seething,1
1707,sadistic,1
1708,nyc,1
1709,seeking,4
1710,bust,1
1711,heroin,2
1712,smugglers,1
1713,ahab,1
1714,hunt,1
1715,whale,1
1716,academy,1
1717,award,7
1718,big,9
1719,budget,2
1720,studio,1
1721,fare,1
1722,headlining,1
1723,cast,5
1724,disaster,1
1725,poseidon,1
1726,adventure,3
1727,scarecrow,1
1728,opposite,2
1729,pacino,1
1730,1992,3
1731,clint,5
1732,eastwood,2
1733,revised,2
1734,western,5
1735,brutal,3
1736,little,12
1737,daggett,1
1738,starred,2
1739,broadway,7
1740,maiden,1
1741,glenn,1
1742,close,5
1743,richard,1
1744,dreyfuss,1
1745,direction,2
1746,mike,6
1747,nichols,2
1748,method,2
1749,peers,1
1750,admitted,4
1751,behave,1
1752,screen,2
1753,inhabited,1
1754,fueled,4
1755,memories,4
1756,dysfunctional,1
1757,growing,6
1758,slights,1
1759,faced,7
1760,struggling,5
1761,temper,1
1762,tantrums,1
1763,earned,5
1764,nickname,2
1765,vesuvius,1
1766,daniel,2
1767,lenihan,1
1768,scuba,1
1769,lessons,2
1770,got,11
1771,talking,4
1772,books,4
1773,grew,2
1774,decided,7
1775,try,6
1776,pirate,1
1777,picking,1
1778,points,8
1779,chapters,1
1780,longhand,1
1781,spiral,1
1782,notebooks,1
1783,café,1
1784,ordering,1
1785,eating,2
1786,end,10
1787,hours,19
1788,critiqued,1
1789,wake,1
1790,perdido,1
1791,tale,3
1792,shipwrecks,1
1793,piracy,1
1794,1805,1
1795,1999,1
1796,received,7
1797,mixed,2
1798,reviews,5
1799,fact,6
1800,judged,1
1801,intelligence,7
1802,skill,2
1803,writer,3
1804,storyteller,1
1805,tense,1
1806,criticized,2
