,word,frequency
177,outdoors,2
178,pets,2
179,crossword,4
180,jumble,2
181,photo,3
182,shuffle,2
183,sudoblock,2
184,sudoku,2
185,quiz,2
186,photos,6
187,investigations,3
188,profiles,2
189,leadership,2
190,updates,8
191,trump,21
192,presidency,1
193,im,1
194,moon,4
195,landing,1
196,spacex,2
197,launch,1
198,trending,1
199,department,2
200,education,2
201,rep,5
202,al,4
203,green,3
204,401,1
205,k,1
206,seed,1
207,oils,2
208,millie,3
209,bobby,3
210,brown,3
211,hold,2
212,biweekly,1
213,cabinet,1
214,sessions,1
215,musk,7
216,show,12
217,getty,20
218,images,21
219,president,2
220,pushed,1
221,precise,1
222,approach,1
223,federal,2
224,workforce,1
225,cuts,2
226,rebuffed,1
227,idea,1
228,elon,3
229,doge,1
230,moving,1
231,quickly,1
232,analysis,11
233,plan,1
234,government,1
235,maximum,1
236,get,2
237,away,1
238,administration,1
239,reopen,1
240,large,1
241,migrant,1
242,family,2
243,detention,2
244,center,3
245,texas,5
246,pick,1
247,lead,1
248,fda,1
249,tells,1
250,senators,1
251,look,1
252,abortion,1
253,pill,2
254,vaccine,1
255,advisers,1
256,26,2
257,sénat,1
258,via,2
259,youtube,1
260,french,1
261,politician,1
262,takes,1
263,aim,1
264,24,3
265,jaw,1
266,dropped,2
267,canadian,2
268,official,1
269,interview,1
270,stuns,1
271,amanpour,1
272,drago,1
273,bloomberg,2
274,crisis,1
275,responders,1
276,answer,1
277,veterans,1
278,hotline,1
279,warn,2
280,lapse,1
281,amanda,1
282,loman,1
283,ap,6
284,file,6
285,pushes,1
286,cut,2
287,trees,1
288,protected,1
289,forests,1
290,tariffs,4
291,target,1
292,lumber,1
293,elbows,1
294,canadians,1
295,fighting,2
296,back,3
297,farmer,1
298,accuses,1
299,gambling,1
300,livelihood,1
301,22,1
302,jack,1
303,daniel,1
304,parent,1
305,company,2
306,says,5
307,canada,2
308,pulling,1
309,booze,1
310,shelves,1
311,even,1
312,worse,1
313,jabin,1
314,botsford,1
315,washington,1
316,post,2
317,wall,2
318,street,2
319,turning,1
320,trying,2
321,take,3
322,america,3
323,private,2
324,starlink,1
325,could,3
326,soon,1
327,tap,1
328,42,1
329,billion,2
330,program,1
331,source,1
332,curated,1
333,channel,1
334,covering,1
335,major,1
336,events,1
337,across,2
338,showcasing,1
339,impactful,1
340,stories,2
341,day,2
342,joe,1
343,skipper,1
344,reuters,3
345,completes,1
346,booster,1
347,catch,1
348,loses,1
349,contact,1
350,starship,1
351,spacecraft,3
352,brandon,1
353,bell,1
354,debris,1
355,response,1
356,areas,1
357,may,2
358,divert,1
359,flights,1
360,subscribers,4
361,christian,1
362,charisius,1
363,dpa,1
364,picture,1
365,alliance,1
366,running,2
367,time,2
368,experts,3
369,ready,1
370,host,1
371,cup,1
372,unless,1
373,changes,1
374,made,3
375,43,2
376,patrick,1
377,fallon,1
378,afp,2
379,make,1
380,milk,2
381,great,1
382,cow,1
383,became,1
384,culture,1
385,flashpoint,1
386,top,2
387,robert,1
388,alexander,1
389,walgreens,1
390,going,2
391,deal,1
392,based,1
393,team,2
394,scrambling,1
395,learn,1
396,status,2
397,lander,2
398,decapitalized,1
399,really,3
400,quick,1
401,distributor,1
402,voices,1
403,concerns,2
404,33,2
405,newsom,1
406,trans,1
407,athletes,1
408,playing,1
409,women,1
410,deeply,1
411,unfair,1
412,split,1
413,democrats,4
414,13,1
415,year,7
416,old,2
417,honored,1
418,ran,1
419,white,1
420,house,5
421,request,1
422,48,1
423,new,8
424,zealand,1
425,envoy,1
426,uk,1
427,fired,2
428,questioning,1
429,knowledge,1
430,history,1
431,yelling,1
432,match,1
433,breaks,1
434,james,2
435,comer,1
436,ayanna,1
437,pressley,1
438,41,1
439,rocky,1
440,week,6
441,continues,1
442,tariff,2
443,uncertainty,1
444,capitol,1
445,hill,1
446,allison,1
447,bailey,1
448,nurphoto,1
449,kennedy,2
450,touts,1
451,unconventional,2
452,therapies,1
453,measles,4
454,linked,2
455,disciplined,1
456,doctor,2
457,10,4
458,join,1
459,gop,1
460,censuring,1
461,protest,1
462,see,2
463,moment,3
464,sing,1
465,defy,1
466,johnson,1
467,floor,1
468,59,1
469,russian,1
470,propaganda,1
471,changed,1
472,tune,1
473,ukrainian,1
474,officials,2
475,meet,1
476,next,1
477,saudi,2
478,arabia,2
479,eu,2
480,leaders,1
481,another,1
482,crucial,1
483,summit,1
484,key,1
485,difference,1
486,adobe,1
487,stock,1
488,robot,2
489,recruiters,2
490,ai,3
491,helping,2
492,decide,2
493,gets,2
494,hired,2
495,mar,3
496,2025,6
497,met,2
498,hiking,2
499,fell,3
500,love,5
501,months,2
502,later,3
503,diagnosed,2
504,cancer,3
505,sarah,2
506,morris,2
507,metoo,2
508,go,2
509,kai,1
510,eiselein,1
511,pool,1
512,details,1
513,idaho,1
514,student,1
515,killings,1
516,suspect,1
517,bryan,1
518,kohberger,1
519,revealed,2
520,unsealed,1
521,court,3
522,filing,1
523,susan,1
524,walsh,1
525,judge,1
526,rules,3
527,adnan,1
528,syed,1
529,remain,1
530,free,2
531,granting,1
532,motion,1
533,sentence,1
534,reduction,1
535,ben,1
536,shapiro,1
537,consider,2
538,pardoning,1
539,derek,1
540,chauvin,1
541,play,1
542,check,2
543,anna,1
544,moneymaker,1
545,busy,1
546,might,2
547,missed,2
548,38,4
549,bridgewater,1
550,pd,1
551,dramatic,1
552,police,1
553,officer,1
554,pulls,1
555,man,1
556,burning,1
557,car,1
558,nortonrsx,1
559,istockphoto,1
560,common,1
561,vaginal,1
562,condition,1
563,std,1
564,study,3
565,finds,3
566,gallery,9
567,jordan,3
568,pettitt,2
569,pa,2
570,ashley,1
571,killough,1
572,inside,1
573,perfect,2
574,storm,1
575,deadly,1
576,outbreak,1
577,xavierarnau,1
578,e,3
579,anti,1
580,dei,1
581,actions,1
582,clear,1
583,expect,1
584,change,2
585,alex,1
586,platt,1
587,ecuador,1
588,largest,1
589,city,1
590,gangs,1
591,drugs,1
592,pushing,1
593,people,1
594,flee,1
595,best,6
596,class,1
597,ego,2
598,amazon,3
599,welcomes,1
600,spring,5
601,299,1
602,tested,3
603,electric,1
604,mowers,1
605,lawn,1
606,tools,3
607,planes,1
608,favorite,1
609,pillow,2
610,help,2
611,denim,1
612,jackets,1
613,staple,1
614,ones,1
615,12,3
616,comforters,1
617,round,1
618,use,2
619,36,1
620,comfortable,1
621,shoes,1
622,keep,1
623,supported,1
624,elevate,1
625,outfits,1
626,according,2
627,expert,2
628,backed,1
629,guides,1
630,jill,1
631,waldbieser,1
632,put,1
633,popular,1
634,cookware,1
635,sets,1
636,rigorous,1
637,testing,1
638,easily,1
639,hot,1
640,sleeper,2
641,adjustable,1
642,cooling,1
643,feels,1
644,like,3
645,ac,1
646,head,1
647,apple,1
648,tiny,2
649,mac,1
650,mini,1
651,price,1
652,70,1
653,products,1
654,sale,1
655,slept,1
656,11,1
657,mattresses,1
658,suit,1
659,every,1
660,type,1
661,cleaning,2
662,without,1
663,chip,1
664,somodevilla,1
665,employers,1
666,jobs,1
667,last,2
668,month,1
669,february,1
670,since,1
671,2009,1
672,businesses,1
673,struggling,1
674,forth,1
675,albania,1
676,shuts,1
677,tiktok,1
678,amid,1
679,violence,1
680,among,1
681,children,1
682,lucas,1
683,jackson,1
684,prosecutors,1
685,allege,1
686,sean,1
687,diddy,1
688,combs,1
689,forced,1
690,employee,1
691,engage,1
692,sex,1
693,act,1
694,amended,1
695,indictment,1
696,reveals,3
697,actually,1
698,stage,1
699,name,1
700,built,1
701,bipartisan,1
702,room,1
703,art,1
704,happens,1
705,divided,1
706,dolly,1
707,parton,1
708,thanks,2
709,well,1
710,wishers,1
711,honors,1
712,late,1
713,husband,1
714,carl,1
715,dean,1
716,intuitive,2
717,machines,2
718,athena,1
719,surface,2
720,unclear,1
721,farthest,1
722,earth,1
723,shutting,1
724,instruments,1
725,interstellar,1
726,archaeologists,1
727,uncovered,1
728,cache,1
729,million,1
730,bone,1
731,determine,1
732,firefly,2
733,shares,1
734,blue,2
735,ghost,2
736,nail,1
737,biting,1
738,descent,1
739,lunar,1
740,renee,1
741,evans,1
742,experienced,1
743,woman,1
744,traveling,1
745,scientists,2
746,say,3
747,stunning,2
748,ancient,1
749,lake,1
750,mars,2
751,disney,1
752,biggest,1
753,ship,1
754,yet,1
755,maiden,1
756,voyage,1
757,aboard,1
758,hike,1
759,got,1
760,flying,1
761,still,1
762,safe,2
763,helmut,1
764,newton,1
765,foundation,1
766,polaroid,1
767,cindy,1
768,crawford,1
769,1991,1
770,swimwear,1
771,shoot,1
772,responds,1
773,articles,1
774,criticizing,1
775,appearance,1
776,double,1
777,edged,1
778,sword,1
779,liu,1
780,jiakun,1
781,claims,1
782,prize,1
783,break,1
784,designers,1
785,risks,1
786,milan,1
787,red,2
788,carpet,1
789,looks,1
790,oscars,1
791,wellness,1
792,fcafotodigital,1
793,replacing,1
794,butter,1
795,plant,2
796,significantly,1
797,lower,1
798,risk,1
799,mortality,1
800,wear,1
801,affect,1
802,feel,1
803,er,1
804,would,1
805,everyone,1
806,stop,1
807,sperm,1
808,quality,1
809,living,1
810,longer,2
811,saul,1
812,loeb,1
813,voted,1
814,censure,1
815,preparing,1
816,order,1
817,dismantle,1
818,special,1
819,counsel,1
820,drops,1
821,lawsuit,1
822,avoiding,1
823,potential,1
824,supreme,1
825,grant,1
826,power,1
827,fact,1
828,wildly,1
829,exaggerates,1
830,trade,2
831,deficits,1
832,mexico,2
833,bsip,1
834,universal,1
835,group,2
836,investigate,1
837,cause,1
838,death,2
839,resident,1
840,positive,1
841,three,1
842,friends,1
843,found,2
844,dead,1
845,watching,1
846,chiefs,1
847,game,1
848,men,1
849,face,2
850,charges,1
851,case,2
852,strong,1
853,winds,1
854,send,1
855,customs,1
856,blimp,1
857,nearly,1
858,600,1
859,miles,1
860,ultrasound,1
861,needed,1
862,abortions,1
863,wyoming,1
864,lawmakers,1
865,override,1
866,veto,1
867,ayman,1
868,alhesi,1
869,anadolu,1
870,directly,1
871,talking,1
872,palestinian,1
873,militant,1
874,want,1
875,gazans,1
876,israeli,1
877,aid,1
878,blockade,1
879,france,2
880,protecting,1
881,european,2
882,allies,1
883,nuclear,1
884,arsenal,1
885,macron,1
886,south,1
887,korean,1
888,fighter,1
889,jets,1
890,accidentally,1
891,bomb,1
892,homes,1
893,injuring,1
894,15,1
895,civilians,1
896,maga,1
897,country,2
898,rein,1
899,storage,1
900,habits,1
901,nfl,2
902,ideas,1
903,create,1
904,cap,1
905,teams,1
906,eli,1
907,manning,1
908,challenges,1
909,caitlin,1
910,clark,1
911,pop,1
912,shot,1
913,wta,1
914,offer,1
915,tennis,1
916,players,1
917,paid,3
918,maternity,1
919,leave,1
920,combine,1
921,prospect,1
922,rankings,1
923,happy,1
924,gilmore,1
925,release,1
926,date,1
927,la,1
928,times,1
929,juvenile,1
930,officers,1
931,standing,1
932,teens,1
933,fight,1
934,35,2
935,kyw,1
936,former,1
937,tallest,1
938,fastest,2
939,roller,1
940,coaster,1
941,imploded,1
942,39,2
943,evan,1
944,brodsky,1
945,monterey,1
946,bay,1
947,whale,1
948,rare,1
949,super,1
950,pod,1
951,000,2
952,dolphins,1
953,near,1
954,california,2
955,55,2
956,couple,1
957,wrote,1
958,came,1
959,comments,1
960,armando,1
961,rafael,1
962,moutela,1
963,network,4
964,dinners,1
965,fresh,1
966,flavorful,1
967,kate,1
968,mathis,1
969,lemon,1
970,desserts,1
971,entertaining,1
972,felix,1
973,leon,1
974,photography,1
975,shutterstock,1
976,grow,1
977,sunflowers,1
978,discovery,2
979,aerospace,1
980,footage,1
981,touches,1
982,esa,1
983,mps,2
984,osiris,1
985,upd,1
986,lam,1
987,iaa,1
988,rssd,1
989,inta,1
990,upm,1
991,dasp,1
992,ida,1
993,2007,1
994,discovered,1
995,silvia,1
996,vacca,1
997,pompeii,2
998,sites,1
999,newly,1
1000,frieze,1
1001,wild,1
1002,bacchanalian,1
1003,rituals,1
1004,report,1
1005,vm,1
1006,growing,1
1007,job,2
1008,chatgpt,1
1009,dado,1
1010,ruvic,1
1011,facebook,1
1012,enables,1
1013,gender,1
1014,discrimination,1
1015,human,1
1016,rights,2
1017,body,1
1018,michael,2
1019,nagle,1
1020,slew,1
1021,devices,1
1022,coming,1
1023,hardware,1
1024,chief,1
1025,strauss,1
1026,invision,1
1027,pictures,1
1028,academy,1
1029,awards,1
1030,kenna,1
1031,photographer,1
1032,ghosts,1
1033,venice,1
1034,eric,1
1035,guillemain,1
1036,behind,1
1037,scenes,1
1038,different,1
1039,side,1
1040,actors,1
1041,set,1
1042,partner,1
1043,giles,1
1044,clarke,1
1045,bolivian,1
1046,town,1
1047,place,1
1048,legally,1
1049,buy,1
1050,dynamite,1
1051,gene,1
1052,hackman,1
1053,dog,1
1054,misidentified,1
1055,authorities,1
1056,investigating,1
1057,actor,1
1058,island,1
1059,selling,1
1060,citizenship,1
1061,105,1
1062,save,1
1063,rising,1
1064,seas,1
1065,los,1
1066,angeles,1
1067,county,1
1068,sues,1
1069,southern,1
1070,edison,1
1071,alleging,1
1072,utility,1
1073,equipment,1
1074,sparked,1
1075,wildfire,1
1076,wore,1
1077,pink,1
1078,address,1
1079,matters,1
1080,instead,1
1081,vaccines,1
1082,rfk,1
1083,jr,1
1084,focuses,1
1085,treatments,1
1086,driving,1
1087,worries,1
1088,misinformation,1
1089,big,1
1090,bazooka,1
1091,german,1
1092,defense,1
1093,spending,1
1094,likely,1
1095,rise,1
1096,parties,1
1097,agree,1
1098,historic,1
1099,debt,1
1100,chet,1
1101,hanks,1
1102,famous,1
1103,parents,1
1104,taken,1
1105,unlikely,1
1106,path,1
1107,stardom,1
1108,point,1
1109,aviation,1
1110,safety,1
1111,gold,1
1112,standard,1
1113,statements,1
1114,hearing,1
1115,terms,1
1116,privacy,1
1117,policy,1
1118,choices,1
1119,accessibility,1
1120,cc,1
1121,transcripts,1
1122,cable,2
1123,warner,1
1124,bros,1
1125,reserved,1
1126,sans,1
1127,2016,1
