,word,frequency
596,celebration,9
597,40th,1
598,anniversary,10
599,2009,4
600,astrid,1
601,stawiarz,1
602,layoffs,12
603,come,122
604,200,16
605,workshop,3
606,employees,60
607,announced,21
608,want,238
609,union,42
610,tina,2
611,fey,2
612,mary,11
613,ellen,4
614,matthews,4
615,snl,8
616,photographer,17
617,25,41
618,book,59
619,art,31
620,portrait,11
621,iconic,11
622,celebrity,4
623,photos,14
624,pete,8
625,davidson,2
626,eating,4
627,pasta,2
628,kansas,5
629,current,32
630,forward,37
631,temwa,2
632,chaŵinga,2
633,portland,32
634,thorns,2
635,fc,3
636,defender,4
637,reyna,2
638,reyes,3
639,2024,273
640,reed,3
641,hoffmann,3
642,ap,144
643,trailblazing,2
644,generation,8
645,players,19
646,retiring,3
647,docuseries,2
648,prime,17
649,video,26
650,hear,25
651,group,108
652,coaches,8
653,vying,2
654,next,81
655,soccer,4
656,l,12
657,r,17
658,ariana,4
659,grande,4
660,marcello,1
661,hernández,1
662,heidi,1
663,gardner,1
664,ego,2
665,nwodim,1
666,saturday,16
667,heath,1
668,nbc,1
669,perhaps,36
670,heard,63
671,celebrating,5
672,50th,6
673,mentioned,3
674,twice,2
675,lazy,1
676,sunday,23
677,domingo,1
678,ton,1
679,fascinating,1
680,music,163
681,favorite,15
682,jeanie,4
683,buss,4
684,running,17
685,point,38
686,la,14
687,premiere,3
688,egyptian,2
689,theatre,8
690,charley,6
691,gallay,2
692,starring,7
693,kate,6
694,hudson,10
695,lakers,3
696,president,307
697,inherited,3
698,flamboyant,2
699,father,11
700,contend,3
701,brothers,10
702,front,21
703,office,67
704,belinda,4
705,travels,1
706,thailand,17
707,fabio,1
708,lovino,1
709,hbo,1
710,reprises,1
711,spa,1
712,manager,8
713,woman,31
714,precipice,1
715,change,49
716,straddles,1
717,line,32
718,guest,1
719,staffer,1
720,ari,10
721,shapiro,7
722,host,47
723,wildfires,67
724,ignited,4
725,normal,34
726,fire,481
727,activity,16
728,anticipated,6
729,large,61
730,parts,16
731,month,171
732,texas,207
733,comes,50
734,residents,79
735,panhandle,17
736,marking,4
737,largest,18
738,wildfire,8
739,consumed,4
740,million,86
741,acres,34
742,newsroom,20
743,osier,91
744,lindley,583
745,reports,41
746,say,286
747,recovery,65
748,take,225
749,byline,30
750,canadian,336
751,dozens,16
752,idyllic,7
753,looking,58
754,small,201
755,towns,9
756,dotting,7
757,plains,9
758,community,52
759,laurie,71
760,ezzell,223
761,brown,231
762,nothing,53
763,smokehouse,18
764,creek,18
765,editor,25
766,publisher,12
767,newspaper,12
768,lived,43
769,moved,85
770,quickly,19
771,damage,70
772,little,227
773,time,410
774,shocking,14
775,see,161
776,killed,44
777,businesses,16
778,homes,77
779,destroyed,26
780,53,15
781,houses,19
782,ranches,14
783,surrounding,16
784,town,63
785,000,196
786,cattle,189
787,died,30
788,economy,25
789,largely,32
790,ranching,80
791,85,19
792,beef,23
793,region,113
794,experienced,18
795,drought,26
796,shane,116
797,pennington,661
798,seatbelt,20
799,outside,122
800,wife,93
801,tatum,126
802,climb,22
803,pickup,23
804,truck,26
805,survey,33
806,fields,101
807,ranch,121
808,place,47
809,compared,26
810,lot,94
811,part,138
812,world,146
813,penningtons,73
814,managed,29
815,pasture,29
816,pulled,40
817,area,65
818,drove,32
819,idea,71
820,fixing,32
821,hard,83
822,enter,33
823,graphic,37
824,mean,182
825,alive,41
826,yeah,168
827,falling,47
828,burned,47
829,calves,43
830,herd,48
831,100,151
832,usually,52
833,three,238
834,size,49
835,mode,51
836,replacing,48
837,miles,113
838,fences,45
839,cost,69
840,anywhere,47
841,mile,184
842,thinking,58
843,maybe,71
844,got,182
845,another,191
846,probably,49
847,burning,57
848,xcel,147
849,energy,102
850,acknowledged,49
851,lines,53
852,started,66
853,later,67
854,facing,72
855,several,142
856,lawsuits,53
857,company,165
858,representative,53
859,told,126
860,already,90
861,resolved,71
862,half,77
863,claims,73
864,landowners,50
865,infrastructure,68
866,improvements,48
867,report,97
868,legislature,51
869,estimated,51
870,impact,89
871,ultimately,57
872,exceed,51
873,billion,67
874,state,178
875,legislatures,50
876,considering,52
877,increasing,52
878,fighting,62
879,rural,61
880,areas,63
881,departments,52
882,run,75
883,volunteers,51
884,initial,52
885,shock,50
886,caused,57
887,transitioned,50
888,massive,63
889,relief,66
890,effort,68
891,months,212
892,despite,68
893,devastation,61
894,pitched,54
895,help,164
896,donating,54
897,supplies,67
898,filled,116
899,county,250
900,exhibition,58
901,center,145
902,mallori,119
903,wilhelm,119
904,mother,78
905,five,181
906,rancher,60
907,rebuilding,62
908,lives,91
909,home,147
910,losing,61
911,go,175
912,wow,60
913,awesome,62
914,beauty,65
915,ashes,62
916,truly,76
917,away,106
918,stayed,65
919,industry,82
920,recover,67
921,grass,63
922,awful,71
923,dry,71
924,kicked,64
925,sparked,69
926,would,393
927,burn,68
928,windy,66
929,always,121
930,60,87
931,per,142
932,hour,161
933,70,73
934,sustained,68
935,wind,75
936,days,161
937,puts,72
938,edge,73
939,www,279
940,final,302
941,accuracy,283
942,availability,280
943,vary,281
944,throughline,9
945,machine,22
946,travel,12
947,beyond,12
948,headlines,9
949,answer,8
950,sound,12
951,bring,23
952,put,50
953,middle,57
954,ancient,6
955,civilizations,1
956,forgotten,1
957,figures,2
958,directly,22
959,hosted,5
960,peabody,3
961,journalists,82
962,rund,1
963,abdelfatah,1
964,ramtin,1
965,arablouei,1
966,subscribe,12
967,reframing,1
968,perspective,5
969,shifting,6
970,warping,1
971,unlock,5
972,bonus,2
973,episodes,2
974,free,194
975,listening,17
976,dinosaurs,8
977,carl,2
978,sagan,1
979,nuclear,8
980,distant,21
981,past,54
982,learned,8
983,extinct,4
984,discovery,4
985,cold,6
986,helped,15
987,save,19
988,humans,11
989,fate,6
990,journey,19
991,prehistoric,2
992,age,21
993,explore,16
994,fears,36
995,end,59
996,25th,1
997,amendment,11
998,jfk,1
999,shot,5
1000,idealistic,1
1001,young,32
1002,lawyer,4
1003,mission,40
1004,convince,1
1005,essential,11
1006,missing,16
1007,constitution,13
1008,clear,45
1009,instructions,3
1010,happen,6
1011,longer,30
1012,able,79
1013,serve,18
1014,ongoing,11
1015,story,176
1016,behind,27
1017,amendments,1
1018,man,17
1019,millions,59
1020,americans,44
1021,depend,2
1022,jobs,35
1023,health,147
1024,insurance,109
1025,case,41
1026,wealthy,1
1027,countries,51
1028,system,88
1029,expensive,53
1030,yet,10
1031,leaves,10
1032,vulnerable,8
1033,temporary,4
1034,solution,48
1035,everlasting,2
1036,problem,64
1037,2020,10
1038,framers,1
1039,powers,14
1040,branch,2
1041,deliberately,2
1042,vague,2
1043,opened,4
1044,door,68
1045,decide,6
1046,claim,13
1047,quite,64
1048,material,15
1049,alleged,50
1050,link,12
1051,vaccines,2
1052,autism,4
1053,published,35
1054,1998,2
1055,retracted,1
1056,study,38
1057,medical,16
1058,journal,18
1059,lancet,1
1060,repeatedly,5
1061,disproven,1
1062,evidence,21
1063,related,45
1064,mid,9
1065,2000s,7
1066,fueled,2
1067,distrust,1
1068,government,170
1069,misinformation,2
1070,profile,4
1071,boosters,1
1072,jim,4
1073,carrey,1
1074,robert,36
1075,f,29
1076,kennedy,55
1077,jr,48
1078,roots,4
1079,modern,14
1080,anti,17
1081,vaccine,6
1082,movement,14
1083,botched,1
1084,polio,1
1085,discredited,1
1086,painted,1
1087,wong,9
1088,kim,7
1089,ark,3
1090,asian,7
1091,heroes,6
1092,mural,2
1093,located,10
1094,san,15
1095,francisco,14
1096,chinatown,4
1097,julie,2
1098,caine,1
1099,chinese,18
1100,returned,12
1101,trip,25
1102,china,142
1103,august,7
1104,1895,1
1105,officials,69
1106,let,73
1107,leave,25
1108,ship,5
1109,citing,5
1110,exclusion,5
1111,act,95
1112,denied,8
1113,citizenship,10
1114,immigrants,6
1115,citizen,4
1116,united,77
1117,states,130
1118,january,152
1119,30,64
1120,owns,2
1121,stolen,3
1122,bloody,7
1123,benin,1
1124,bronze,1
1125,africa,6
1126,halls,1
1127,england,3
1128,elite,1
1129,universities,5
1130,tale,3
1131,imperialism,1
1132,betrayal,3
1133,23,23
1134,eighth,4
1135,cruel,2
1136,unusual,3
1137,punishment,1
1138,define,2
1139,boundaries,1
1140,authors,4
1141,imagine,4
1142,death,21
1143,penalty,2
1144,16,26
1145,pesticides,1
1146,cereal,2
1147,plug,3
1148,flying,9
1149,airplane,4
1150,consumers,4
1151,plenty,37
1152,reasons,6
1153,feel,29
1154,corporations,1
1155,interests,23
1156,heart,26
1157,recalls,29
1158,trust,50
1159,low,11
1160,revisit,3
1161,felt,19
1162,empowered,1
1163,demand,4
1164,accountability,4
1165,companies,72
1166,elected,10
1167,leaders,10
1168,results,21
1169,consumer,10
1170,leader,23
1171,famous,4
1172,infamous,1
1173,ralph,2
1174,nader,1
1175,demonstrators,10
1176,gather,25
1177,offices,13
1178,department,173
1179,education,44
1180,washington,127
1181,c,157
1182,protest,31
1183,mass,66
1184,budget,47
1185,cuts,66
1186,agency,127
1187,bryan,7
1188,dozier,7
1189,east,37
1190,afp,141
1191,trump,397
1192,administration,263
1193,cut,35
1194,clotilde,2
1195,poujade,2
1196,french,15
1197,pronunciations,2
1198,students,28
1199,école,4
1200,pointe,4
1201,au,4
1202,chien,4
1203,immersion,2
1204,school,31
1205,terrebonne,2
1206,parish,5
1207,aubri,2
1208,juhasz,2
1209,wwno,2
1210,louisianans,2
1211,speak,43
1212,schools,28
1213,immersing,2
1214,kids,37
1215,focus,49
1216,teaching,3
1217,local,202
1218,dialects,2
1219,podcasting,1
1220,panic,1
1221,mahmoud,24
1222,khalil,39
1223,legal,58
1224,permanent,4
1225,resident,4
1226,columbia,37
1227,alum,3
1228,detained,18
1229,ice,496
1230,leading,21
1231,pro,15
1232,palestinian,36
1233,protests,24
1234,former,76
1235,university,73
1236,captured,9
1237,nation,21
1238,attention,28
1239,speech,38
1240,advocates,6
1241,test,20
1242,meanwhile,5
1243,argues,15
1244,deport,8
1245,charging,4
1246,crime,37
1247,arrest,57
1248,worry,11
1249,supreme,15
1250,court,100
1251,banned,9
1252,affirmative,2
1253,action,28
1254,higher,18
1255,legitimate,9
1256,hispanic,2
1257,overlooked,6
1258,otherwise,21
1259,shut,9
1260,college,24
1261,admissions,2
1262,enrollment,3
1263,numbers,4
1264,showing,6
1265,different,52
1266,cases,29
1267,aid,26
1268,race,22
1269,decision,33
1270,either,5
1271,increased,1
1272,view,19
1273,campus,20
1274,harvard,3
1275,maddie,1
1276,meyer,1
1277,expanded,9
1278,financial,71
1279,plan,39
1280,tuition,1
1281,make,245
1282,less,33
1283,move,25
1284,barred,1
1285,process,54
1286,math,6
1287,teacher,7
1288,diane,2
1289,laney,1
1290,third,106
1291,grade,5
1292,classroom,2
1293,ider,1
1294,serves,3
1295,grades,1
1296,k,4
1297,counters,2
1298,model,8
1299,multiplication,1
1300,charity,2
1301,rachelle,1
1302,alabama,4
1303,4th,1
1304,scores,4
1305,2019,16
1306,pandemic,16
1307,finalists,1
1308,include,40
1309,familiar,7
1310,surprises,2
1311,according,51
1312,annual,25
1313,online,76
1314,learning,9
1315,officers,7
1316,83,3
1317,programs,60
1318,person,28
1319,courses,2
1320,photo,58
1321,collage,4
1322,rather,9
1323,lowering,1
1324,price,10
1325,subsidize,1
1326,everything,23
1327,else,57
1328,protesters,24
1329,rally,9
1330,support,84
1331,activist,3
1332,decrow,1
1333,delivered,4
1334,ultimatum,1
1335,major,35
1336,changes,25
1337,lose,3
1338,billions,17
1339,federal,264
1340,secretary,43
1341,linda,16
1342,mcmahon,11
1343,arrives,9
1344,joint,4
1345,address,30
1346,congress,83
1347,tierney,5
1348,cross,91
1349,scrutiny,1
1350,ivy,1
1351,leagues,1
1352,private,27
1353,targeted,58
1354,georgetown,2
1355,rice,1
1356,vanderbilt,2
1357,grader,1
1358,ethan,6
1359,williams,35
1360,raises,2
1361,hand,12
1362,reading,18
1363,instruction,1
1364,mhari,2
1365,shaw,4
1366,louisiana,7
1367,fourth,6
1368,graders,1
1369,ranked,1
1370,16th,1
1371,district,9
1372,doors,3
1373,day,154
1374,lay,8
1375,nearly,57
1376,nathan,1
1377,howard,2
1378,reuters,2
1379,civil,55
1380,institute,51
1381,sciences,4
1382,student,26
1383,especially,61
1384,impacted,5
1385,tuesday,42
1386,chloe,3
1387,kienzle,1
1388,arlington,2
1389,va,5
1390,holds,11
1391,stands,7
1392,job,173
1393,schiefelbein,1
1394,unions,1
1395,parent,5
1396,groups,40
1397,condemned,3
1398,choice,30
1399,celebrated,6
1400,dozen,20
1401,institutions,8
1402,nationwide,11
1403,recently,26
1404,hiring,9
1405,freeze,13
1406,uncertainties,2
1407,mel,1
1408,musto,1
1409,bloomberg,12
1410,cutting,14
1411,experts,89
1412,hurt,5
1413,faculty,1
1414,competitive,3
1415,walks,7
1416,building,86
1417,feb,65
1418,gent,1
1419,shkullaku,1
1420,zuma,1
1421,press,56
1422,wire,2
1423,alamy,1
1424,300,33
1425,positions,3
1426,result,9
1427,reduction,7
1428,force,70
1429,roughly,5
1430,600,61
1431,voluntary,2
1432,resignations,1
1433,retired,4
1434,shown,19
1435,encampment,11
1436,april,26
1437,29,25
1438,ted,3
1439,shaffrey,2
1440,inside,51
1441,owned,13
1442,apartment,3
1443,immigration,206
1444,customs,12
1445,enforcement,115
1446,agents,41
1447,entered,4
1448,took,52
1449,custody,4
1450,service,184
1451,loan,3
1452,forgiveness,1
1453,provided,36
1454,hundreds,38
1455,thousands,54
1456,borrowers,2
1457,brynn,1
1458,anderson,2
1459,forgives,1
1460,loans,5
1461,exclude,4
1462,certain,27
1463,organizations,58
1464,organize,5
1465,dueling,1
1466,memorials,1
1467,rallies,2
1468,israel,75
1469,palestinians,23
1470,gaza,104
1471,october,45
1472,7th,1
1473,hamas,50
1474,attack,2
1475,oct,8
1476,alex,10
1477,kent,2
1478,cancelling,1
1479,grants,19
1480,failure,11
1481,protect,21
1482,jewish,6
1483,antisemitism,32
1484,attendees,5
1485,applaud,1
1486,brad,2
1487,schimel,2
1488,announces,1
1489,wisconsin,8
1490,thursday,36
1491,nov,10
1492,2023,55
1493,waukesha,1
1494,wis,1
1495,angela,5
1496,wpr,1
1497,track,8
1498,break,12
1499,spending,19
1500,records,7
1501,contest,7
1502,turned,35
1503,heated,1
1504,races,3
1505,house,100
1506,chamber,1
1507,session,6
1508,capitol,23
1509,jose,2
1510,luis,2
1511,magana,2
1512,draft,7
1513,obtained,14
1514,acknowledges,2
1515,signature,2
1516,responsibilities,3
1517,cannot,40
1518,legally,4
1519,altered,2
1520,congressional,6
1521,approval,3
1522,decades,46
1523,children,61
1524,sleetmute,1
1525,alaska,2
1526,leaking,1
1527,roof,1
1528,requests,13
1529,fix,4
1530,full,67
1531,mold,2
1532,danger,4
1533,collapse,1
1534,illustration,15
1535,shoshana,1
1536,gordon,1
1537,propublica,2
1538,emily,16
1539,schwing,1
1540,kyuk,1
1541,michael,50
1542,grabell,1
1543,districts,4
1544,fund,13
1545,construction,26
1546,maintenance,5
1547,projects,57
1548,lawmakers,14
1549,primarily,2
1550,indigenous,3
1551,pictured,8
1552,senate,47
1553,confirmation,18
1554,hearing,45
1555,previously,15
1556,led,28
1557,business,35
1558,wrestling,6
1559,entertainment,10
1560,wwe,2
1561,saul,1
1562,loeb,1
1563,intends,2
1564,dismantle,7
1565,oversee,1
1566,hold,68
1567,flags,3
1568,umass,1
1569,amherst,1
1570,graduation,3
1571,event,14
1572,tlumacki,1
1573,boston,12
1574,globe,7
1575,warned,4
1576,international,83
1577,deems,1
1578,terrorist,1
1579,find,50
1580,activists,3
1581,anxious,2
1582,martin,109
1583,note,18
1584,actor,11
1585,traction,1
1586,auditions,1
1587,convinced,1
1588,give,17
1589,law,126
1590,exact,2
1591,came,35
1592,saying,16
1593,landed,8
1594,suzanne,6
1595,honestly,3
1596,pretty,34
1597,sure,18
1598,damn,1
1599,sense,28
1600,authority,28
1601,competence,1
1602,playing,9
1603,shirley,1
1604,chisholm,3
1605,mrs,3
1606,therapist,3
1607,brooke,3
1608,taylor,2
1609,treatment,9
1610,shonda,1
1611,rhimes,1
1612,residence,4
1613,detective,3
1614,cordelia,2
1615,cupp,1
1616,suffers,1
1617,zero,9
1618,fools,1
1619,whodunnit,1
1620,trailer,2
1621,lady,12
1622,detectives,177
1623,used,78
1624,weight,4
1625,bear,9
1626,clearly,20
1627,smartest,1
1628,spends,3
1629,explaining,1
1630,things,84
1631,keep,102
1632,yes,71
1633,sliding,1
1634,scenario,2
1635,taken,39
1636,entirely,12
1637,professional,20
1638,direction,9
1639,watched,3
1640,inhabit,1
1641,impossible,4
1642,edited,18
1643,clarity,10
1644,asks,6
1645,guests,4
1646,randomly,1
1647,selected,8
1648,questions,46
1649,deck,3
1650,cards,10
1651,tap,1
1652,play,17
1653,listen,29
1654,podcast,31
1655,read,17
1656,excerpt,3
1657,parents,14
1658,worked,21
1659,humble,1
1660,beginnings,1
1661,financially,2
1662,seven,9
1663,bedroom,2
1664,majority,15
1665,supplement,1
1666,household,3
1667,income,10
1668,mom,21
1669,social,28
1670,worker,14
1671,trade,12
1672,picked,5
1673,shift,8
1674,mcdonald,5
1675,thought,39
1676,cool,26
1677,chicken,3
1678,nuggets,1
1679,ever,29
1680,ask,62
1681,amazing,4
1682,stopped,23
1683,needed,11
1684,supplemental,1
1685,sears,26
1686,clothing,8
1687,section,25
1688,double,9
1689,master,3
1690,self,13
1691,conscious,2
1692,proud,2
1693,remember,16
1694,brat,2
1695,mall,2
1696,afraid,6
1697,somebody,3
1698,whatever,12
1699,meant,10
1700,tolerant,1
1701,piss,1
1702,poor,5
1703,behavior,9
1704,realizing,10
1705,grown,5
1706,version,108
1707,mind,9
1708,fierce,1
1709,academic,1
1710,shifted,2
1711,respect,11
1712,appreciated,1
1713,wound,1
1714,call,193
1715,oh,39
1716,gosh,2
1717,gracious,1
1718,forgive,1
1719,actress,11
1720,accepts,2
1721,outstanding,1
1722,67th,5
1723,primetime,1
1724,emmy,1
1725,september,24
1726,2015,7
1727,kevin,10
1728,winter,8
1729,particularly,7
1730,gone,70
1731,angels,1
1732,teachers,2
1733,neighbors,6
1734,guided,3
1735,guardrails,1
1736,pathways,1
1737,definitely,6
1738,pursued,1
1739,necessarily,3
1740,predestined,1
1741,closest,6
1742,thing,18
1743,wanted,8
1744,completion,3
1745,kind,87
1746,complete,10
1747,piece,6
1748,though,21
1749,supposed,97
1750,husband,7
1751,grief,2
1752,attached,7
1753,meet,36
1754,wonder,6
1755,absolutely,4
1756,huge,30
1757,figure,23
1758,stop,172
1759,period,16
1760,loved,6
1761,rib,2
1762,eve,1
1763,image,43
1764,bummed,1
1765,example,19
1766,developed,5
1767,classic,7
1768,phrase,2
1769,expression,7
1770,finger,2
1771,wag,2
1772,threes,1
1773,sing,4
1774,songy,1
1775,ism,1
1776,nonyem,1
1777,nowhere,4
1778,adaiba,1
1779,dawned,1
1780,baked,2
1781,woo,3
1782,heaven,2
1783,reach,30
1784,miss,11
1785,birthday,9
1786,christmas,6
1787,christening,1
1788,holiday,4
1789,birth,2
1790,well,159
1791,worlds,3
1792,places,35
1793,crying,4
1794,saw,33
