,Sentence,Polarity,Subjectivity
42,"Doug didn't tell Eva, his 15-year-old daughter from his previous marriage., that he and Ashley had married. Eva's mother Renee had died of an undiagnosed heart ailment nine months earlier.",0.02777777777777778,0.3055555555555555
43,"Ashley struggled to get along with Eva, right, and her friend, Sydney, who moved in with the family.",0.2857142857142857,0.5357142857142857
44,"During an argument with Ashley about Eva, Doug fired his gun into the kitchen ceiling.",0.0,0.0
45,But Doug continued to support Ashley in her dream of building a ballet company in Charleston. The American National Ballet would be a more inclusive home to dancers who were considered unconventional.,0.25,0.25
46,"While they were building the ballet company, Ashley became pregnant. She began to suffer from nausea and returned to Florida so her mother could take care of her.",0.3333333333333333,0.5
47,"A month later, in September 2017, Ashley and her mother returned to Charleston. She packed up her belongings and left a scathing note. Ashley called Doug ""possessive"" and ""controlling."" She wrote that the incident when Doug had fired a gun into the ceiling as well as other unsafe behavior had left her fearful for her life and the safety of her unborn child.",-0.2708333333333333,0.3958333333333333
48,"In October, Ashley left the ballet company and new leadership fired half of the dancers. Ashley posted on the ballet's social media pages that she was devastated, and that the new leadership destroyed all that they worked so hard to build.",-0.025378787878787886,0.2806818181818182
49,Ashley then told authorities about the gun incident. Child Protective Services investigated and interviewed Eva. Doug was evaluated by a psychologist and ultimately cleared.,0.0,1.0
50,"Ashley also claimed Doug poisoned her and his first wife, Renee. Renee's autopsy says she died of coronary artery sclerosis, a heart condition.",0.25,0.3333333333333333
51,"Ashley had no contact with Doug for the rest of her pregnancy despite his pleas to be involved. In March 2018, three weeks before her due date, she checked into the hospital and said her husband had poisoned her. Doctors performed a C-section and delivered a healthy baby girl. Doug didn't know she'd been born.",0.1875,0.4375
52,"After Ashley filed court documents to keep Doug away from her and their daughter, a judge weighed in on the case. She found ""There is not a single scintilla of credible evidence that Ms. Benefield has ever been poisoned or suffered from any illness of any poison.""",0.21785714285714286,0.45714285714285713
53,Doug and Ashley began sharing custody of their daughter when she was 6 months old.,0.1,0.2
54,"Doug and Ashley appeared to put their differences behind them, and reconciled for much of 2019. The two spent time together with their daughter",-0.10000000000000002,0.3333333333333333
55,"In August 2019, Ashley showed up to drop off their daughter; she was wearing what Doug thought was an engagement ring. Doug hired a private investigator, who said Ashley was seeing someone else. Doug filed for divorce. Ashley then accused him of physically and sexually abusing their daughter.  Doug denied the allegations and CPS found no evidence of abuse.",0.16666666666666666,0.4503968253968254
56,"In the summer of 2020, Ashley and Doug suddenly reconciled again and announced they were moving to Maryland with their daughter and Ashley's mother. On September 27, 2020, Doug was packing a U-Haul with the family's possessions.",0.0,0.5
57,That night a neighbor called 911 to report a shooting at the home. Ashley had walked to his house holding a .45 caliber gun and said Doug had attacked her and she shot him. Doug died an hour later at a local hospital.,0.0,0.0
58,"Ashley was arrested on Nov. 4, 2020 and charged with second-degree murder. She pleaded not guilty and posted bond a few weeks later.",0.016666666666666663,0.3666666666666667
59,"On July 30, 2024, Ashley Benefield was found guilty of manslaughter with a firearm in the shooting death of her estranged husband Doug Benefield.",-0.5,1.0
60,"On Dec. 3, 2024, Ashley Benefield was sentenced to 20 years in prison, to be followed by 10 years of probation.",0.0,0.0
61,We may receive commissions from some links to products on this page. Promotions are subject to availability and retailer terms.,-0.16666666666666666,0.3333333333333333
62,"March 19, 2025 / 9:48 AM EDT          / CBS News",0.0,0.0
63,"The price of gold recently hit its apex, coming in at $3,000 per ounce. As economic uncertainty and political tensions have increased, so has the interest in gold investing. Thanks to the new gold price record, some investors have jumped on board looking for short-term gains.",0.10727272727272727,0.2409090909090909
64,"However, while gold may be a solid short-term investment right now, it has typically been a long-term investment. We spoke with gold experts about how the advantages of gold can help build long-term wealth. Below, we'll break down five to consider right now.",0.04984126984126983,0.3920634920634921
65,Start protecting your investments with gold here now.,0.0,0.0
66,Not sure if a gold investment makes long-term sense for you? Here are five reasons why it could be a smart move:,-0.017857142857142863,0.7658730158730158
67,"Gold didn't just recently become a beneficial asset. It has widespread value that transcends borders and cultures. Gold has been used in various ways throughout history to the present day, from gold coins as currency to electronics to jewelry. Its versatility and limited supply continue to cement the value of gold.",-0.017857142857142856,0.2232142857142857
68,"""Gold is a borderless asset. It is not dependent on a single type of investor, so to speak, because it has a broad-based demand,"" says Alex Ebkarian, COO and co-founder of Los Angeles-based precious metals dealer, Allegiance Gold.",0.2142857142857143,0.6071428571428571
69,Start benefiting from a gold investment here now.,0.0,0.0
70,"Widespread and stubborn inflation has been pervasive over the last few years as the value of the dollar dwindles. To illustrate, $100 in February 2020 has the same buying power as $123.35 as of February 2025, according to the Bureau of Labor Statistics CPI Inflation Calculator. That represents about a 23% cumulative increase in prices over the last five years.",-0.05,0.08958333333333333
71,"As everything continues to be more expensive due to inflation, people are looking for ways to preserve value. That's where gold comes in.",-0.041666666666666664,0.525
72,"""Gold can help you build wealth in several ways due to its unique characteristics as a store of value, as a hedge against inflation and as a diversification tool/strategy,"" says Paul Williams, managing director at Solomon Global and a specialist in the supply of physical gold bars and coins. ""It has a proven track record of maintaining its purchasing power over time, particularly during periods of high inflation. Historically, as inflation has risen, gold prices have also increased and protected wealth and spending power from erosion.""",0.07208333333333333,0.2988988095238095
73,"To build long-term wealth, you want to put your money in various asset classes. While you might already have funds invested in the stock market, adding gold can provide further diversification with some unique benefits.",0.125,0.6666666666666666
74,"""Gold is a hard asset and it resists inflation nicely. It's also one of the few investments in the world that also functions as a currency and carries no counterparty risk, as long as you store it at home,"" says Brett Elliott, the director of marketing at American Precious Metals Exchange (APMEX).",0.09305555555555554,0.5069444444444444
75,"Gold investing can balance out some of the risks with stocks and bonds. Investing in gold assets can diversify your portfolio because when there is market volatility, gold typically holds its own as it historically has a low correlation with stocks and bonds.",0.10833333333333334,0.45
76,Investors have a lot of questions but not many answers right now. When will the Federal Reserve cut interest rates? How will tariffs affect the stock market and prices?,0.01785714285714285,0.5178571428571428
77,"When uncertainty abounds, many turn to gold as a safe-haven asset. Gold has often been seen as a way to ride out any economic storms and market volatility, as it holds its value. Gold investors can build long-term wealth by using gold as an anchor when facing economic headwinds.",0.3,0.3
78,"You don't necessarily need to buy gold bars and coins if you want to add gold to your portfolio. Various gold investment types are worth exploring, ranging from gold ETFs to gold IRAs and more. Like with any investment, the more you put in, the more you plant the seeds for long-term wealth.",0.3,0.5166666666666667
79,"""You can use gold to build long-term wealth by purchasing mutual fund shares in a gold and special minerals fund. Investing weekly or monthly an affordable amount continuously over a period of time can help provide long-term growth,"" says Mark Charnet, founder and CEO of American Prosperity Group, a financial planning group.",0.11904761904761905,0.19047619047619047
80,"Depending on your risk tolerance, goals and time horizon, you can choose a gold investment that aligns with your needs.",0.0,0.0
81,"Investing is one of the primary ways to build long-term wealth. Adding gold to your portfolio can help you reach your goals by maintaining its value despite inflation and market volatility. If you're interested in gold or precious metal investing, it's important to understand the risks as well.",0.38749999999999996,0.75
82,"""While gold is a strong asset for diversification, it's important to be mindful of potential risks. A recession could reduce demand and lower inflation, which might cause the price of gold to stagnate or decline. Investors should weigh this risk when considering gold as part of their portfolio,"" suggests David Weild IV, chairman at Dignity Gold, a blockchain development company.",0.27777777777777773,0.9111111111111111
83,"Before you get started, do your research and determine your goals. Look into the different types of gold investments to choose the right option for you.",0.14285714285714285,0.5678571428571428
84,© 2025 CBS Interactive Inc. All Rights Reserved.,0.0,0.0
85,"Updated on:  March 20, 2025 / 9:05 AM EDT          / CBS News",0.0,0.0
86,Police in Arizona are searching for three family members who were last seen driving together last week after visiting the Grand Canyon.,0.16666666666666666,0.37777777777777777
87,"Jiyeon Lee, 23, Taehee Kim, 69, and Junghee Kim, 64, were traveling together in a rented white 2024 BMW with the California license plate 9KHN768, the Coconino County Sheriff's Office said on social media. They were driving from the Grand Canyon area to Las Vegas.",0.17777777777777778,0.35555555555555557
88,The vehicle's GPS information showed that it had been traveling westbound on Interstate 40 around 3:30 p.m. on March 13.,0.0,0.0
89,"That same day, winter weather caused a large multi-vehicle accident on the highway's westbound lanes, the Arizona Department of Public Safety said in a news release. The crash involved 22 vehicles, including 13 passenger vehicles, the department said. There were 36 people involved in the crash in total, the department said. Two people were killed and 16 were injured, the department said.",0.0028571428571428524,0.27404761904761904
90,"The Coconino County Sheriff's Office said it was aware of the crash, but does not know if the family's vehicle was involved in the accident.",0.25,0.25
91,The sheriff's office asked that anyone who has had contact with the family or has knowledge of their whereabouts call the authorities.,0.0,0.0
92,"Kerry Breen is a news editor at CBSNews.com. A graduate of New York University's Arthur L. Carter School of Journalism, she previously worked at NBC News' TODAY Digital. She covers current events, breaking news and issues including substance use.",-0.007575757575757576,0.2553030303030303
93,© 2025 CBS Interactive Inc. All Rights Reserved.,0.0,0.0
94,"March 18, 2025 / 11:54 AM EDT          / CBS News",0.0,0.0
95,"Chinese electric vehicle maker BYD says its new cars can be charged in almost the same time it takes to refill a gas engine vehicle at the pump, giving the world's top EV seller a major advantage in a highly competitive market.",0.1431439393939394,0.35325757575757577
96,"BYD's new 1 megawatt flash chargers can power vehicles in five to eight minutes, according to the company, which plans to build 4,000 new charging stations across China.",0.13636363636363635,0.45454545454545453
97,Long charge times and so-called range anxiety around limited access to charging stations are often what holds motorists back from making the switch to electric cars. BYD says its new chargers can power vehicles for about 250 miles in five minutes.,0.0037337662337662315,0.24935064935064938
98,"""To completely solve users' anxiety over charging, our pursuit is to make the charging time for EVs as short as the refueling time for fuel vehicles,"" BYD founder Wang Chuanfu said in a statement.",0.05,0.35
99,"BYD shares soared 6% to a record high on the news Monday, raising its market value to almost $162 billion. Tesla shares, by contrast, sank 4.8%.",0.16,0.5399999999999999
100,"BYD, short for Build Your Dreams, has started pre-selling its new range of vehicles, called Han L and Tang L.",0.06818181818181818,0.37727272727272726
101,"In 2024, BYD produced 1,777,965 battery-powered EVs, compared with Tesla which produced 1,773,443 vehicles that same year.",0.0,0.125
102,"Some EV fans have soured on Elon Musk-owned Tesla, as Musk takes on a leading role in the Trump administration as the head of the Department of Government Efficiency, or DOGE. Tesla sales dropped 1.1% in 2024, marking the EV-maker's first annual sales decline in more than a decade.",0.15,0.3111111111111111
103,"Some liberal-leaning customers say they have sold their Tesla's to distance themselves from Musk, while investors have also expressed concern that Musk's political actions are hurting the brand. With the billionaire at the helm, DOGE has abruptly terminated thousands of federal workers, causing turmoil across multiple agencies.",-0.041666666666666664,0.3666666666666667
104,"Tesla executives last week sent an unsigned letter to the U.S. trade representative warning that President Trump's foreign trade policies could be harmful to domestic EV-makers. The company raised concerns over retaliatory tariffs against the U.S. that would make Tesla vehicles more expensive, and could dent overseas demand.",-0.025,0.29833333333333334
105,The Associated Press                          contributed to this report.,0.0,0.0
106,"Megan Cerullo is a New York-based reporter for CBS MoneyWatch covering small business, workplace, health care, consumer spending and personal finance topics. She regularly appears on CBS News 24/7 to discuss her reporting.",-0.02840909090909091,0.30786713286713285
107,© 2025 CBS Interactive Inc. All Rights Reserved.,0.0,0.0
108,"Updated on:  March 14, 2025 / 11:01 AM EDT          / CBS News",0.0,0.0
109,"A look back at the esteemed personalities who left us this year, who'd touched us with their innovation, creativity and humanity.",0.0,0.0
110,By CBSNews.com senior producer David Morgan. The Associated Press contributed to this gallery.,0.0,0.0
111,"A political moderate, Republican Senator Alan Simpson (Sept. 2, 1931-March 14, 2025) served three terms representing Wyoming, from 1979 to 1997, and played a key role in rallying GOP support around the party's legislative agenda.",0.0,0.6
112,"At 6-foot-7 (he was the tallest Senator up to that time) with a quick wit, Simpson was able to bridge partisan impasses, and foster relationships across the aisle at a time of increasing political acrimony. ""The word 'politics' is interesting,"" he told ""Sunday Morning"" in 2018, ""because it comes from the Greek, you know that? Poly, meaning many, and tics, meaning blood-sucking insects!""",0.3263888888888889,0.37083333333333335
113,"Simpson maintained his own views even when they crossed Republican orthodoxy. A deficit hawk, Simpson also supported abortion rights. He served on the Immigration Subcommittee and the Veterans Affairs Committee, among others.",0.6,1.0
114,"After leaving the Senate, Simpson taught about politics and the media at Harvard University and the University of Wyoming. In speeches he urged college students to become politically involved.",0.0,0.1
115,"In 2022, President Joe Biden awarded Simpson the Presidential Medal of Freedom.",0.0,0.0
116,"One of Simpson's closest friends was a Democrat, Norman Mineta, a Congressman from California who also served as Commerce Secretary under President Bill Clinton and as Transportation Secretary under President George W. Bush.",0.0,0.0
117,"The two had met as Boy Scouts when Mineta and his family were imprisoned as Japanese-Americans in the Heart Mountain War Relocation Center near Simpson's hometown of Cody, Wyo., during World War II. Simpson and Menieta bonded over playing pranks on the other Scouts, including a bully whose tent they sabotaged: ""It was raining to beat hell and we kinda channeled the water down into this guy's tent,"" Simpson told ""Sunday Morning.""",-0.07013888888888889,0.29097222222222224
118,"The two friends would not see each other until decades later, when Mineta (who had become Mayor of San Jose, Calif.), won election to Congress. ""And there we were, and we started right over just like that,"" Simpson said.",0.05357142857142857,0.30357142857142855
119,"Mineta said, ""We'd have fights in the sub-committee, the full committee, and yet we'd slap each other on the back and say, 'Come on, let's go have dinner, let's go have a drink.' And they don't do that [today]. They just don't have that kind of personal relationship.""",0.16499999999999998,0.425
120,"In 1988 Simpson and Mineta joined forces to help pass the Civil Liberties Act, signed by President Ronald Reagan, which for the very first time formally apologized to Japanese-Americans, and granted reparations to those who had been imprisoned.",0.325,0.43333333333333335
121,"Bestselling author Joseph Wambaugh (Jan. 22, 1937-Feb. 28, 2025), a former Los Angeles police officer, wrote 11 novels about crime and policing as well as non-fiction works, several of which were adapted for films and television, including ""The New Centurions,"" ""The Blue Knight,"" and ""The Choirboys,"" as well as the true-crime stories ""The Onion Field"" and ""Echoes in the Darkness."" He was also the co-creator of the anthology series ""Police Story,"" which debuted on NBC in 1973.",0.03409090909090909,0.13863636363636364
122,"Other novels included ""The Black Marble,"" ""The Glitter Dome,"" ""The Delta Star"" and ""The Secrets of Harry Bright."" He was the winner of three Edgar Awards.",0.13611111111111115,0.5361111111111111
123,"The son of a police officer, Wambaugh (a Marine veteran who originally intended to become an English teacher) drew on his own experiences as an L.A. police officer for his writing, as well as stories heard from other veterans of the force. He was a detective sergeant when his first novel, ""The New Centurions,"" was published in 1971.",0.17662337662337663,0.4161255411255412
124,"By the time ""The Onion Field"" was published, his celebrity had become so great it interfered with his police work. He quit the LAPD after 14 years on the job and began writing full-time.",0.8,0.75
125,"In a 1997 symposium at the University of California, Wambaugh said, ""Police procedurals generally tell how a cop acts on the job, and I was more interested in how the job acts on the cop, and the cop's head. So, from the very beginning that was my interest. That's what I wrote about, and that's what made my stuff different, because some of my stories, police stories, have virtually no action whatsoever. No gunplay. Nothing much happening, except what's happening inside the head of the man or woman doing the job.""",0.16428571428571428,0.38571428571428573
126,"Musician and vocalist David Johansen (Jan. 9, 1950-Feb. 28, 2025) was known both for his role in the glam-protopunk band the New York Dolls, and for his stage persona as an over-the-top pompadour-styled lounge singer who performed swing and blues-infused pop under the name Buster Poindexter.",-0.18181818181818182,0.7272727272727273
127,"While the New York Dolls didn't achieve mainstream success (internal strife and addictions tore at the founding members, who produced two albums before breaking up), it influenced other groups in the '70s, including the Ramones, the Sex Pistols, Kiss and Guns N' Roses. In 2004 Johansen reconstituted the Dolls with new players (four of its members had died by then) for England's Meltdown Festival, which led to three more albums.",0.15795454545454546,0.29734848484848486
128,"In the 1980s, Johansen, as Buster Poindexter, had a hit with ""Hot, Hot, Hot,"" and a cover of ""Hit the Road, Jack."" By 2000, he was back to recording under his own name, with the albums ""David Johansen and the Harry Smiths"" and ""Shaker.""",0.27,0.7100000000000001
129,"He also acted in the films ""Candy Mountain,"" ""Let It Ride,"" ""Freejack,"" ""Married to the Mob,"" the Bill Murray comedy ""Scrooged"" (as the Ghost of Christmas Past), and the TV series ""Oz,"" and hosted a weekly show on Sirius Satellite Radio.",0.0,0.25
130,"In a 2014 profile for Interview Magazine, Johansen said he began the Buster Poindexter character while performing a series of cabaret shows at Tramps, a Lower East Side bar. ""I used that moniker because I didn't want people to be coming in and yelling for songs that I was famous for; I could just do what I wanted,"" he said. Then, ""without any publicity or anything, it became very popular, so I started doing weekends there. It wasn't a plan or anything, it just happened.""",0.64,1.0
131,"He was insouciant about reactions to the lounge music he performed as Buster: ""Well, like a lot of stuff I do, 10 years later it becomes popular,"" he told Interview.",0.3,0.45
132,"In 1972, Soviet-era world chess grandmaster Boris Spassky (Jan. 30, 1937-Feb. 27, 2025) lost his world championship title to American Bobby Fischer in a televised tournament in Reykjavik, Iceland, that became an international sensation during the Cold War.",-0.19999999999999998,0.3333333333333333
133,"Then 29 years old, Fischer, a chess genius from Brooklyn, lost and forfeited the first two games, then beat Spassky in the third. Fischer would overcome Spassky in the 21-game tournament, becoming the first American to attain the world chess title, after the Soviet Union had dominated the game for decades. [Fischer would later forfeit the title by refusing to defend it.]",0.08125,0.26458333333333334
134,"In a 2016 interview with Sport-Express newspaper, Spassky said that when he played his third match against Fischer, he was pressured by the chairman of the Sports Committee to stop the tournament early: ""He instructed me what to do: 'File a protest against this, against that, then just fly away ...' But I resisted – I wanted to play! What a fool I was.""",0.3666666666666667,0.39999999999999997
135,"In 1974, in New York City, Spassky simultaneously played 41 competitors, ranging from chess experts to novices (including a six-year-old). Beginning each game with the move Pawn-to-King 4, Spassky won 40 matches and drew one.",-0.13181818181818183,0.42727272727272725
136,"He emigrated to France in 1976, but in 2012 he returned to Moscow.",0.0,0.0
137,"In his 2016 interview, Spassky said his years in the late 1960s and early '70s as world champion were his unhappiest, because of the responsibility he held from winning: ""You can't imagine how relieved I was when Fischer took the title off me,"" he said. ""Honestly, I don't recall that day as unhappy. On the contrary, I've thrown off a very strong burden and breathed freely.""",0.18047619047619048,0.7433333333333333
138,"Two-time Oscar-winner Gene Hackman (Sept. 1, 2023-death announced Feb. 27, 2025) was a consummate actor renowned for playing complicated figures in such classics as ""The French Connection,"" ""The Conversation"" and ""Unforgiven,"" and who also delighted superhero fans as the comical villain Lex Luthor in three ""Superman"" films.",0.27499999999999997,0.7000000000000001
139,"Hailed as one of the best actors of the era, Hackman moved easily among genres, from heart-wrenching family stories (""I Never Sang for My Father""), crime dramas (""Bonnie and Clyde,"" ""Mississippi Burning""), thrillers (""The Conversation,"" ""No Way Out""), and triumphant tales of sports (""Hoosiers""), to comedies (""Get Shorty,"" ""The Royal Tenenbaums""). Rough-hewn and flinty, a movie star without stereotypical movie-star looks, Hackman gave even his humorous roles a sinister, unforeseeable edge, the way an animal's behavior is not entirely predictable.",0.17222222222222225,0.7722222222222221
140,"""The French Connection"" would cement Hackman's position as a movie star. The film's brash, documentary-style production perfectly captured Hackman's character, a seething, sadistic NYC cop seeking to bust a ring of heroin smugglers — like Ahab on the hunt for the white whale. He won his first Academy Award, and his star power led him to both big-budget studio fare (headlining an all-star cast in the 1972 disaster film ""The Poseidon Adventure""), and small character dramas (such as ""Scarecrow,"" opposite Al Pacino).",0.1,0.39166666666666666
141,"In 1992, the year he appeared in Clint Eastwood's revised western ""Unforgiven"" (as the brutal sheriff ""Little"" Bill Daggett), he also starred on Broadway in ""Death and the Maiden"" with Glenn Close and Richard Dreyfuss, under the direction of Mike Nichols.",-0.3541666666666667,0.5
142,"Hackman was less ""method-y"" than some of his peers, though he admitted that the ways in which he would behave on-screen and off as he inhabited a character — fueled by memories of his dysfunctional family growing up and the slights he faced during his struggling early years – took their toll. Temper tantrums earned him a nickname: ""Vesuvius.""",-0.033333333333333326,0.18333333333333332
143,"When he met up with Daniel Lenihan for some scuba lessons, the two got to talking about adventure books they grew up with, and decided to try writing one — a pirate story. Picking different starting points, Hackman wrote his chapters longhand in spiral notebooks; the two would then meet up at a café to go over their work. ""I would have some pages, he would have some pages,"" Hackman told ""Sunday Morning"" in 2000. ""We would trade. And we'd read them over while we were ordering and eating, and by the end of that couple of hours, we would have critiqued each other's work, and decided where we were going to go from there.""",-0.041666666666666664,0.35833333333333334
